Bus Name,Bus Type,Departure time,Arrival time,Total Duration,Rating,Price,Seats Available,Route Name,Route Link,State Name
FRESHBUS,Electric A/C Seater (2+2),23:45,06:15,06h 30m,4.3,450,33 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),09:15,16:00,06h 45m,4.2,332,19 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),22:30,06:00,07h 30m,4.2,332,33 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),14:35,22:00,07h 25m,4.2,332,24 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),16:00,22:42,06h 42m,4.2,408,34 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),11:35,19:00,07h 25m,4.2,332,33 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Yolo Bus,A/C Seater / Sleeper (2+1),23:24,05:43,06h 19m,4.2,INR 450,24 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),10:35,18:00,07h 25m,4.6,332,37 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater/Sleeper (2+1),10:05,17:50,07h 45m,4.6,332,21 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
BSR Tours And Travels,VE A/C Sleeper (2+1),23:50,06:15,06h 25m,4.2,INR 880,20 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Sri KVR Travels,A/C Sleeper (2+1),23:45,05:35,05h 50m,4.4,INR 553,20 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:00,04:57,06h 57m,4.1,INR 500,32 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Svkdt travels,A/C Sleeper (2+1),23:00,05:50,06h 50m,4.2,INR 667,24 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater/Sleeper (2+1),21:30,05:20,07h 50m,4.0,379,24 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),23:25,06:55,07h 30m,4.1,332,26 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),13:00,19:42,06h 42m,4.1,379,27 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Svkdt travels,A/C Seater / Sleeper (2+1),22:45,05:40,06h 55m,4.0,INR 550,20 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Tirumala Xpress,A/C Sleeper (2+1),23:20,06:10,06h 50m,4.0,INR 499,30 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:30,05:55,07h 25m,3.9,609,14 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Anjani Bus,A/C Seater / Sleeper (2+1),23:15,05:48,06h 33m,4.4,INR 449,31 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,3.9,INR 360,42 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
YNR Travels,A/C Sleeper (2+1),16:00,23:00,07h 00m,3.8,3800,31 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
YNR Travels,A/C Sleeper (2+1),23:25,06:00,06h 35m,3.9,3800,32 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
V Kaveri Travels,A/C Seater / Sleeper (2+1),23:05,05:50,06h 45m,4.0,INR 500,20 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Sri KVR Travels,NON A/C Sleeper (2+1),23:20,05:25,06h 05m,3.8,INR 470,23 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Orange Tours And Travels,NON A/C Sleeper (2+1),23:10,06:02,06h 52m,4.4,INR 600,21 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),22:45,05:57,07h 12m,,379,27 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),23:59,07:12,07h 13m,,379,31 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Royal Varma Travels,A/C Sleeper (2+1),22:28,05:17,06h 49m,,INR 800,29 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35086,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),11:15,17:00,05h 45m,3.9,INR 670,42 Seats available,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 3580,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:15,18:00,05h 45m,4.0,INR 670,43 Seats available,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 24256,INDRA(A.C. Seater),12:30,18:00,05h 30m,3.9,INR 528,25 Seats available,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 9319,Super Luxury (Non AC Seater 2+2 Push Back),13:00,19:20,06h 20m,4.0,INR 436,33 Seats available,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC-Andhra Pradesh
,,,,,,,,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC-Andhra Pradesh
,,,,,,,,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC-Andhra Pradesh
,,,,,,,,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC-Andhra Pradesh
,,,,,,,,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC-Andhra Pradesh
,,,,,,,,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC-Andhra Pradesh
,,,,,,,,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 24283,Super Luxury (Non AC Seater 2+2 Push Back),10:10,13:40,03h 30m,3.8,INR 281,33 Seats available,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC-Andhra Pradesh
APSRTC - 8308,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:15,13:45,03h 30m,3.1,INR 239,35 Seats available,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC-Andhra Pradesh
APSRTC - 27085,METRO LUXURY A/C,10:20,14:30,04h 10m,4.4,INR 383,28 Seats available,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC-Andhra Pradesh
APSRTC - 2531,Super Luxury (Non AC Seater 2+2 Push Back),10:30,14:30,04h 00m,3.8,INR 281,34 Seats available,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC-Andhra Pradesh
,,,,,,,,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC-Andhra Pradesh
,,,,,,,,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC-Andhra Pradesh
APSRTC - 24264,Super Luxury (Non AC Seater 2+2 Push Back),10:20,14:30,04h 10m,3.8,INR 250,34 Seats available,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra Pradesh
APSRTC - 2890,Super Luxury (Non AC Seater 2+2 Push Back),10:30,14:10,03h 40m,3.8,INR 281,34 Seats available,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra Pradesh
APSRTC - 23576,Super Luxury (Non AC Seater 2+2 Push Back),10:45,15:15,04h 30m,3.8,INR 250,34 Seats available,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra Pradesh
APSRTC - 27128,METRO LUXURY A/C,10:50,14:30,03h 40m,4.0,INR 341,24 Seats available,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra Pradesh
,,,,,,,,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra Pradesh
,,,,,,,,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra Pradesh
,,,,,,,,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra Pradesh
,,,,,,,,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra Pradesh
,,,,,,,,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra Pradesh
APSRTC - 5671,Express(Non AC Seater),10:30,13:55,03h 25m,4.0,INR 186,15 Seats available,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5514,Express(Non AC Seater),11:20,15:45,04h 25m,4.0,INR 186,43 Seats available,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5647,Express(Non AC Seater),12:00,15:25,03h 25m,3.7,INR 186,40 Seats available,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 9043,Express(Non AC Seater),12:30,15:50,03h 20m,3.8,INR 186,45 Seats available,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 9252,INDRA(A.C. Seater),10:30,17:00,06h 30m,4.0,INR 526,34 Seats available,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 50102,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",11:00,18:00,07h 00m,2.2,INR 412,35 Seats available,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 50804,Super Luxury (Non AC Seater 2+2 Push Back),11:45,18:40,06h 55m,4.2,INR 439,33 Seats available,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 6006,INDRA(A.C. Seater),12:15,18:15,06h 00m,3.9,INR 526,31 Seats available,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 6318,Super Luxury (Non AC Seater 2+2 Push Back),10:15,14:45,04h 30m,4.2,INR 340,31 Seats available,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 52845,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:45,14:50,04h 05m,3.7,INR 307,31 Seats available,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 6708,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",11:15,15:45,04h 30m,3.9,INR 307,33 Seats available,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 6712,Super Luxury (Non AC Seater 2+2 Push Back),11:45,16:20,04h 35m,2.9,INR 340,32 Seats available,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC-Andhra Pradesh
,,,,,,,,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5462,SAPTAGIRI EXPRESS,10:30,16:30,06h 00m,3.8,INR 284,45 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5446,Super Luxury (Non AC Seater 2+2 Push Back),10:45,16:45,06h 00m,3.8,INR 398,34 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 9019,Express(Non AC Seater),10:45,17:10,06h 25m,3.8,INR 294,39 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5458,SAPTAGIRI EXPRESS,11:30,17:30,06h 00m,3.8,INR 284,45 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5073,INDRA(A.C. Seater),11:40,16:15,04h 35m,3.2,INR 506,37 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5464,SAPTAGIRI EXPRESS,12:00,18:00,06h 00m,3.8,INR 284,45 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5460,SAPTAGIRI EXPRESS,12:30,18:30,06h 00m,4.4,INR 284,45 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 47147,INDRA(A.C. Seater),13:00,18:15,05h 15m,4.0,INR 506,35 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5624,Express(Non AC Seater),13:20,19:20,06h 00m,3.8,INR 294,45 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 9007,Express(Non AC Seater),13:45,19:45,06h 00m,3.7,INR 280,30 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5444,Super Luxury (Non AC Seater 2+2 Push Back),14:00,20:00,06h 00m,4.0,INR 398,34 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 47236,Express(Non AC Seater),14:15,20:20,06h 05m,4.3,INR 280,27 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5490,SAPTAGIRI EXPRESS,14:45,20:45,06h 00m,3.3,INR 284,44 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 9774,Super Luxury (Non AC Seater 2+2 Push Back),15:00,19:50,04h 50m,2.1,INR 398,28 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5452,Super Luxury (Non AC Seater 2+2 Push Back),15:00,21:00,06h 00m,4.4,INR 398,31 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 9049,Express(Non AC Seater),15:20,20:40,05h 20m,4.4,INR 280,22 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 3758,Super Luxury (Non AC Seater 2+2 Push Back),16:30,21:20,04h 50m,2.0,INR 398,30 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5518,SAPTAGIRI EXPRESS,17:00,23:00,06h 00m,3.9,INR 314,45 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 9003,Express(Non AC Seater),18:00,00:25,06h 25m,2.2,INR 294,41 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 9041,Express(Non AC Seater),19:00,01:25,06h 25m,3.8,INR 294,46 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 9061,Express(Non AC Seater),19:45,01:10,05h 25m,3.7,INR 280,26 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5524,Express(Non AC Seater),20:45,02:55,06h 10m,2.8,INR 280,31 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 9080,Express(Non AC Seater),21:15,02:40,05h 25m,4.5,INR 280,43 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 3764,Super Luxury (Non AC Seater 2+2 Push Back),21:30,02:20,04h 50m,2.8,INR 398,26 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5504,SAPTAGIRI EXPRESS,21:45,03:45,06h 00m,4.4,INR 284,40 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5528,Super Luxury (Non AC Seater 2+2 Push Back),22:30,04:30,06h 00m,4.0,INR 425,28 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5314,Super Luxury (Non AC Seater 2+2 Push Back),22:30,04:00,05h 30m,2.9,INR 399,33 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 3878,Super Luxury (Non AC Seater 2+2 Push Back),22:45,03:15,04h 30m,2.4,INR 398,31 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5087,Super Luxury (Non AC Seater 2+2 Push Back),23:00,03:15,04h 15m,2.1,INR 398,26 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5450,Super Luxury (Non AC Seater 2+2 Push Back),23:00,05:00,06h 00m,4.5,INR 398,32 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5626,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:15,05:15,06h 00m,3.1,INR 362,31 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5454,Super Luxury (Non AC Seater 2+2 Push Back),23:30,05:30,06h 00m,4.1,INR 398,33 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5089,Super Luxury (Non AC Seater 2+2 Push Back),23:30,03:15,03h 45m,3.0,INR 398,33 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5118,Super Luxury (Non AC Seater 2+2 Push Back),23:50,04:20,04h 30m,4.2,INR 399,26 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5620,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:50,05:50,06h 00m,3.4,INR 362,32 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5532,Super Luxury (Non AC Seater 2+2 Push Back),23:55,05:55,06h 00m,4.2,INR 398,32 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),09:10,15:10,06h 00m,4.1,297,11 Seats available,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC-Andhra Pradesh
