Bus Name,Bus Type,Departure time,Arrival time,Total Duration,Rating,Price,Seats Available,Route Name,Route Link,State Name
APSRTC - 6946,Super Luxury (Non AC Seater 2+2 Push Back),17:30,02:15,08h 45m,2.1,INR 555,33 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 9571,Super Luxury (Non AC Seater 2+2 Push Back),17:45,04:45,11h 00m,2.7,INR 555,31 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 51625,Super Luxury (Non AC Seater 2+2 Push Back),18:00,03:00,09h 00m,2.4,INR 555,33 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 4979,Super Luxury (Non AC Seater 2+2 Push Back),18:10,03:30,09h 20m,3.7,INR 555,31 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 3926,Super Luxury (Non AC Seater 2+2 Push Back),18:10,03:30,09h 20m,3.7,INR 579,33 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 6505,Super Luxury (Non AC Seater 2+2 Push Back),18:30,03:45,09h 15m,4.0,INR 555,33 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 3963,Super Luxury (Non AC Seater 2+2 Push Back),18:40,04:55,10h 15m,3.4,INR 555,33 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 2691,Super Luxury (Non AC Seater 2+2 Push Back),18:45,04:00,09h 15m,1.3,INR 555,33 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 3814,Super Luxury (Non AC Seater 2+2 Push Back),20:15,05:45,09h 30m,2.3,INR 555,33 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 6362,Super Luxury (Non AC Seater 2+2 Push Back),20:20,05:00,08h 40m,3.2,INR 555,33 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 51068,Super Luxury (Non AC Seater 2+2 Push Back),20:45,05:15,08h 30m,4.4,INR 554,26 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 6727,INDRA(A.C. Seater),21:00,04:00,07h 00m,3.4,INR 671,33 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 6629,Super Luxury (Non AC Seater 2+2 Push Back),21:00,06:00,09h 00m,4.1,INR 555,32 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 6360,INDRA(A.C. Seater),21:30,05:00,07h 30m,4.0,INR 671,35 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 6364,Super Luxury (Non AC Seater 2+2 Push Back),22:00,07:00,09h 00m,3.9,INR 555,33 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 6278,NIGHT RIDER (SEATER CUM SLEEPER),22:00,05:30,07h 30m,4.0,INR 756,35 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 9594,Super Luxury (Non AC Seater 2+2 Push Back),22:30,08:15,09h 45m,2.4,INR 555,31 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 6372,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,07:45,09h 05m,4.8,INR 555,37 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 6366,Super Luxury (Non AC Seater 2+2 Push Back),23:00,07:45,08h 45m,3.1,INR 555,33 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 2717,INDRA(A.C. Seater),23:30,08:05,08h 35m,3.5,INR 671,37 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 6374,Super Luxury (Non AC Seater 2+2 Push Back),23:55,08:30,08h 35m,3.1,INR 555,33 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
Svkdt travels,A/C Sleeper (2+1),21:30,04:45,07h 15m,4.6,INR 714,22 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
Orange Tours And Travels,A/C Sleeper (2+1),21:00,05:30,08h 30m,3.3,675,32 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
Sri Balaji Transports,A/C Sleeper (2+1),19:50,04:30,08h 40m,3.7,INR 900,21 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
Srinivasa Travels,A/C Sleeper (2+1),20:45,05:00,08h 15m,3.5,833,14 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
SOLLIGI TRAVELS,A/C Sleeper (2+1),20:45,05:00,08h 15m,3.7,INR 900,22 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
SUDHAKAR TRAVELS,A/C Sleeper (2+1),20:15,04:00,07h 45m,4.4,INR 900,24 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
Psr tours and travels,Non A/C Seater / Sleeper (2+1),18:30,03:00,08h 30m,3.7,INR 499,31 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
Morning Star Travels,A/C Sleeper (2+1),22:15,05:45,07h 30m,2.1,INR 1290,27 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
Al madeena Travels,A/C Seater / Sleeper (2+1),20:00,04:30,08h 30m,3.4,INR 650,30 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
Morning Star Travels,A/C Sleeper (2+1),19:30,03:30,08h 00m,2.0,INR 990,20 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
Al madeena Travels,A/C Sleeper (2+1),20:00,04:30,08h 30m,3.8,INR 850,13 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
S K B TOURS AND TRAVELS,A/C Sleeper (2+1),19:30,03:30,08h 00m,3.2,854,22 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
Sri Balaji Transports,A/C Seater / Sleeper (2+1),20:30,04:30,08h 00m,3.7,INR 950,8 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
Psr tours and travels,A/C Sleeper (2+1),19:30,04:00,08h 30m,3.7,INR 799,22 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),19:30,03:00,07h 30m,3.4,INR 749,24 Seats available,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC-Andhra Pradesh
APSRTC - 24411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,16:50,05h 50m,3.6,INR 373,37 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 24419,Super Luxury (Non AC Seater 2+2 Push Back),11:30,17:30,06h 00m,4.6,INR 373,32 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2691,Super Luxury (Non AC Seater 2+2 Push Back),12:00,18:45,06h 45m,3.9,INR 373,33 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 3294,Super Luxury (Non AC Seater 2+2 Push Back),12:30,18:20,05h 50m,3.6,INR 373,33 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2715,Super Luxury (Non AC Seater 2+2 Push Back),13:00,19:45,06h 45m,2.1,INR 373,32 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2631,INDRA(A.C. Seater),13:30,19:10,05h 40m,3.6,INR 451,30 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2591,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",14:00,19:50,05h 50m,3.9,INR 357,36 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2637,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:00,19:30,05h 30m,3.8,INR 568,45 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2589,Super Luxury (Non AC Seater 2+2 Push Back),14:30,20:30,06h 00m,2.9,INR 373,21 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 35128,Super Luxury (Non AC Seater 2+2 Push Back),15:00,20:50,05h 50m,3.5,INR 373,33 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 24427,Super Luxury (Non AC Seater 2+2 Push Back),15:30,21:20,05h 50m,3.9,INR 373,33 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 3835,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:45,22:45,07h 00m,3.9,INR 419,37 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2713,Super Luxury (Non AC Seater 2+2 Push Back),16:00,22:30,06h 30m,3.9,INR 373,33 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 98181,INDRA(A.C. Seater),16:30,22:45,06h 15m,3.9,INR 451,24 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2717,INDRA(A.C. Seater),17:00,23:30,06h 30m,3.5,INR 451,37 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2887,Super Luxury (Non AC Seater 2+2 Push Back),17:15,23:55,06h 40m,2.5,INR 370,33 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 24421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,23:20,05h 50m,3.9,INR 373,36 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2673,Super Luxury (Non AC Seater 2+2 Push Back),18:00,00:15,06h 15m,3.9,INR 373,33 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2621,INDRA(A.C. Seater),18:15,00:30,06h 15m,3.6,INR 447,14 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2711,Super Luxury (Non AC Seater 2+2 Push Back),18:30,00:45,06h 15m,3.9,INR 373,31 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2723,Super Luxury (Non AC Seater 2+2 Push Back),19:00,01:00,06h 00m,3.6,INR 373,33 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2677,NIGHT RIDER (SEATER CUM SLEEPER),19:00,00:40,05h 40m,3.6,INR 509,38 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 4227,Super Luxury (Non AC Seater 2+2 Push Back),19:30,01:45,06h 15m,4.1,INR 373,34 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 42621,Super Luxury (Non AC Seater 2+2 Push Back),20:00,02:00,06h 00m,3.9,INR 373,33 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 48983,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:30,02:45,06h 15m,3.9,INR 355,37 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2675,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:00,02:15,05h 15m,4.0,INR 568,45 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 3831,Super Luxury (Non AC Seater 2+2 Push Back),21:00,02:50,05h 50m,4.5,INR 373,30 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 24425,Super Luxury (Non AC Seater 2+2 Push Back),21:45,03:45,06h 00m,3.5,INR 373,33 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 3833,Super Luxury (Non AC Seater 2+2 Push Back),22:10,04:00,05h 50m,3.8,INR 371,34 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2623,INDRA(A.C. Seater),22:30,04:10,05h 40m,4.2,INR 451,37 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2701,Super Luxury (Non AC Seater 2+2 Push Back),22:45,04:35,05h 50m,3.9,INR 370,33 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2641,Super Luxury (Non AC Seater 2+2 Push Back),23:00,04:45,05h 45m,3.5,INR 373,32 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2671,INDRA(A.C. Seater),23:30,05:00,05h 30m,4.2,INR 451,35 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
APSRTC - 2699,Super Luxury (Non AC Seater 2+2 Push Back),23:55,05:20,05h 25m,4.4,INR 373,24 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
TSRTC - 2335,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:30,05h 30m,3.7,INR 373,29 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Rajesh Transports,A/C Seater / Sleeper (2+1),15:00,20:50,05h 50m,4.3,INR 905,50 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Rajesh Transports,A/C Seater / Sleeper (2+1),15:00,20:50,05h 50m,4.3,INR 905,50 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Jagan Travels,A/C Sleeper (2+1),15:15,21:00,05h 45m,4.8,INR 663,16 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Sri NVR Travels,NON A/C Sleeper (2+1),18:45,23:59,05h 14m,3.7,INR 699,30 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),19:25,00:45,05h 20m,4.0,INR 449,25 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),19:25,01:00,05h 35m,3.7,INR 555,28 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Vikram Travels,A/C Sleeper (2+1),19:40,01:00,05h 20m,4.0,INR 729,22 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
SAMANVI CITICONNECT,A/C Sleeper (2+1),20:10,00:30,04h 20m,4.0,INR 699,19 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Mythri Tours And Travels,A/C Sleeper (2+1),20:15,01:45,05h 30m,4.6,693,17 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Vikram Travels,A/C Seater / Sleeper (2+1),21:00,01:30,04h 30m,4.0,INR 599,29 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),18:20,23:55,05h 35m,2.1,INR 850,27 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Sri Krishna Travels,A/C Seater / Sleeper (2+1),19:00,00:30,05h 30m,2.1,INR 500,23 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Morning Star Travels,A/C Sleeper (2+1),20:40,01:45,05h 05m,2.7,INR 790,23 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Sri Tulasi Tours and Travels,A/C Sleeper (2+1),14:45,22:30,07h 45m,3.4,1282,16 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Navayuga Travels,A/C Sleeper (2+1),16:00,21:30,05h 30m,3.5,INR 1450,26 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Sri Krishna Travels,A/C Sleeper (2+1),16:30,22:00,05h 30m,2.1,INR 950,23 Seats available,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC-Andhra Pradesh
Sri Vinayaka Travels,NON A/C Seater (2+3),21:30,01:30,04h 00m,3.1,INR 350,31 Seats available,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,APSRTC-Andhra Pradesh
BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,23:59,04h 44m,4.9,INR 599,27 Seats available,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,APSRTC-Andhra Pradesh
Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),19:30,00:30,05h 00m,3.6,INR 600,31 Seats available,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,APSRTC-Andhra Pradesh
Royal Voyage Travels,Non A/C Seater / Sleeper (2+1),19:30,00:30,05h 00m,3.6,INR 699,23 Seats available,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,APSRTC-Andhra Pradesh
Sri Vinayaka Travels,NON A/C Sleeper (2+1),19:45,02:00,06h 15m,3.5,INR 799,13 Seats available,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,APSRTC-Andhra Pradesh
Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),20:40,03:00,06h 20m,3.9,INR 499,32 Seats available,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,APSRTC-Andhra Pradesh
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:15,02:00,04h 45m,4.1,INR 600,34 Seats available,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,APSRTC-Andhra Pradesh
Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:05,02:00,05h 55m,2.1,INR 699,18 Seats available,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,APSRTC-Andhra Pradesh
Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:15,02:00,05h 45m,2.1,INR 550,25 Seats available,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,APSRTC-Andhra Pradesh
APSRTC - 3764,Super Luxury (Non AC Seater 2+2 Push Back),18:00,02:15,08h 15m,2.7,INR 617,26 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 3878,Super Luxury (Non AC Seater 2+2 Push Back),19:05,03:15,08h 10m,1.6,INR 617,31 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5087,Super Luxury (Non AC Seater 2+2 Push Back),20:00,03:15,07h 15m,2.8,INR 613,33 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5089,Super Luxury (Non AC Seater 2+2 Push Back),20:30,03:15,06h 45m,3.7,INR 613,33 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5095,Super Luxury (Non AC Seater 2+2 Push Back),21:30,04:15,06h 45m,3.9,INR 613,32 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 4156,Super Luxury (Non AC Seater 2+2 Push Back),21:30,05:00,07h 30m,2.8,INR 617,33 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 35291,Super Luxury (Non AC Seater 2+2 Push Back),21:45,05:26,07h 41m,3.0,INR 617,33 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 4609,Super Luxury (Non AC Seater 2+2 Push Back),21:45,05:15,07h 30m,4.0,INR 613,32 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5091,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04:45,06h 45m,3.8,INR 613,33 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 4118,INDRA(A.C. Seater),22:00,04:45,06h 45m,3.0,INR 771,37 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 5027,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05:15,06h 45m,3.6,INR 613,33 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 3870,VENNELA (A.C. SLEEPER),22:30,04:40,06h 10m,4.2,INR 1140,10 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 4021,Super Luxury (Non AC Seater 2+2 Push Back),22:45,07:20,08h 35m,2.7,INR 617,33 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 3872,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:30,05:40,06h 10m,4.2,INR 968,31 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
APSRTC - 4309,Super Luxury (Non AC Seater 2+2 Push Back),23:45,06:30,06h 45m,3.5,INR 617,30 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),22:30,05:30,07h 00m,4.9,INR 600,9 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
GreenLine Travels And Holidays,VE A/C Sleeper (2+1),21:40,06:00,08h 20m,4.7,INR 900,25 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
Intercity travels,Bharat Benz A/C Sleeper (2+1),22:30,06:00,07h 30m,4.8,699,10 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
ASHITHA TRAVELS,A/C Sleeper (2+1),21:40,05:05,07h 25m,4.5,759,16 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
Green Line Travels And Holidays Premium Business Class,VE Executive A/C Sleeper (1+1),21:30,05:30,08h 00m,4.7,INR 1249,16 Seats available,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC-Andhra Pradesh
